"Company Name",Address,City,State,Zip,"Address Latitude","Address Longitude","Utility Owner","Utility Operator","Utility Type","Annual Generation","Min Generation Date","Max Generation Date","Power Plants","FERC Seller Min Date","FERC Seller Max Date","FERC Seller Total Transactions","FERC Seller Total Transaction Charges","FERC Buyer Min Date","FERC Buyer Max Date","FERC Buyer Total Transactions","FERC Buyer Total Transaction Charges","FERC Summary Quarter","FERC Seller Quarterly Transactions","FERC Seller Quarterly Transaction Charges","FERC Buyer Quarterly Transactions","FERC Buyer Quarterly Transaction Charges"
"TC Energy Marketing Inc.","450 - 1 Street SW",Calgary,AB,T2P5H1,51.05056421,-114.06499701,N,N,,0.000000,,,0,2023-06-01,2024-09-30,4,476299.88,2023-11-08,2024-10-01,11,18284386.96,2024_q2,1,158149.90,3,5472441.20
"Tidal Energy Marketing (U.S.) L.L.C.","2000, 237 - 4th Avenue SW",Calgary,AB,"T2P 4K3",51.04931200,-114.06694304,N,N,,0.000000,,,0,2017-05-10,2024-09-30,421581,320180237.51,2024-03-01,2024-05-01,2,446880.00,2024_q2,63864,35477042.88,1,264600.00
"TransAlta Energy Marketing Corp.","Suite 1400, 1100 1 St SE",Calgary,AB,"T2G 1B1",51.04198349,-114.06055888,N,N,,0.000000,,,0,2013-07-01,2024-09-30,7589437,9605782503.65,2013-07-01,2024-10-01,767383,6582374075.87,2024_q2,92728,141830318.04,15552,93509754.93
"TransAlta Wyoming Wind LLC","Suite 1400, 1100 1 St SE",Calgary,AB,"T2G 1B1",51.04198349,-114.06055888,N,N,,0.000000,,,0,2013-07-01,2024-09-30,87,146557415.49,,,,,2024_q2,3,4642478.00,,
"TransCanada Energy Sales Ltd.","450 1st St SW",Calgary,AB,T2P5H1,51.05056421,-114.06499701,N,N,,0.000000,,,0,2013-07-02,2024-09-30,30435,122849632.69,2013-07-02,2024-09-23,21342,78986088.08,2024_q2,873,1229879.07,490,756675.05
"CalEnergy Operating Corporation","7030 Gentry Rd",Calipatria,CA,92233,33.16439200,-115.61426200,Y,Y,"Independent Power Producer",2649178.022000,2001-01-01,2023-12-01,10,,,,,,,,,2024_q2,,,,
"Hudson Ranch Power I LLC","409 W McDonald Rd.,",Calipatria,CA,92233,33.20556200,-115.49976100,Y,N,"Independent Power Producer",439568.000000,2012-03-01,2024-10-01,2,2013-07-01,2024-09-30,123,602676407.58,,,,,2024_q2,2,15963735.54,,
"CSUCI Site Authority","One University Drive",Camarillo,CA,93012,34.16462100,-119.04666700,N,Y,"State-Owned Utility",2580.000000,2008-01-01,2024-09-01,1,,,,,,,,,2024_q2,,,,
"Glass House Camarillo Cultivation","645 W. Laguna Rd.",Camarillo,CA,93012,34.17613300,-119.08311200,N,Y,Commercial,49932.153000,2021-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Bishop Hill Energy II, LLC","13870 N 570th Ave",Cambridge,IL,61238,41.23417400,-90.16965600,Y,N,"Independent Power Producer",257900.559000,2012-10-01,2023-12-01,1,2013-07-01,2024-10-01,714999,90508646.12,,,,,2024_q2,27027,1942860.61,,
"Harvard Dedicated Energy Limited","46 Blackstone Street",Cambridge,MA,02139,42.36385900,-71.11557200,N,N,,0.000000,,,0,2013-07-01,2024-09-30,1203305,95388875.98,2013-07-01,2024-09-30,92566,77065276.64,2024_q2,50976,1618466.32,3723,1009849.92
"Kendall Green Energy, LLC","265 First Street",Cambridge,MA,2142,42.36305200,-71.07993900,Y,N,"Independent Power Producer",1730739.003000,2012-01-01,2024-10-01,1,2013-07-01,2024-09-30,1777110,894241569.12,,,,,2024_q2,50389,13798370.67,,
"KSI II Consolidated, LLC","6 University Road",Cambridge,MA,2138,42.37294000,-71.12312400,Y,N,"Independent Power Producer",45163.203000,2020-12-01,2023-12-01,9,,,,,,,,,2024_q2,,,,
"Massachusetts Inst of Tech","77 Massachusetts Avenue",Cambridge,MA,2139,42.42571100,-71.19210800,Y,N,Commercial,223722.973000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Covanta Camden Energy Recovery Center","600 Morgan Boulevard",Camden,NJ,8104,39.90953100,-75.11609600,Y,N,"Independent Power Producer",185532.000000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"NFI Solar LLC","2 Cooper Street",Camden,NJ,8102,39.94872500,-75.13040900,Y,N,"Independent Power Producer",6204.510000,2011-01-01,2023-12-01,3,,,,,,,,,2024_q2,,,,
"Adams Electric Cooperative","700 East Wood Street","Camp Point",IL,62320,40.04061600,-91.05589400,Y,N,Cooperative,2865.015000,2011-09-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Cox Companies, LLC","1751 Old Columbia Road",Campbellville,KY,42718,37.32096500,-85.35927500,Y,N,Industrial,1009.396000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Red River Mill Intl Paper Company","4537 Highway 480",Campti,LA,71411,31.90697900,-93.17273100,Y,N,Industrial,399522.000000,2012-09-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Long Ridge Energy Generation LLC","501 Corporate Drive",Canonsburg,PA,15317,40.29734200,-80.17436900,Y,N,"Independent Power Producer",3896586.000000,2021-10-01,2024-10-01,1,2021-06-01,2024-08-01,175376,269482081.15,,,,,2024_q2,20222,20482788.90,,
"Ascend Performance Materials","3000 Old Chemstrand Rd",Cantonment,FL,32533,30.58848200,-87.24542700,Y,N,Industrial,686612.090000,2001-01-01,2024-10-01,2,,,,,,,,,2024_q2,,,,
"West Texas A&M University","WT Box 60217",Canyon,TX,79016,34.98508500,-101.91362800,Y,Y,"Political Subdivision",8524.560000,2018-07-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Cape May County Municipal","1523 US Route 9 North","Cape May",NJ,8210,39.12646100,-74.78882600,Y,N,"Municipally-Owned Utility",1019.654000,2013-10-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Southern Illinois University Carbondale","210 Physical Plant Drive",Carbondale,IL,62901,37.71122000,-89.21607000,N,Y,"State-Owned Utility",3900.000000,2011-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
Anaergia,"705 Palomar Airport Road",Carlsbad,CA,92011,33.12102100,-117.32318500,Y,Y,"Independent Power Producer",13671.899000,2021-01-01,2022-12-01,2,,,,,,,,,2024_q2,,,,
"Chopin Wind, LLC","5901 Priestly Drive",Carlsbad,CA,92008,33.13415100,-117.27619200,Y,N,"Independent Power Producer",247907.971000,2012-12-01,2023-12-01,7,,,,,,,,,2024_q2,,,,
"Encina Joint Powers Authority","6200 Avenida Encinas",Carlsbad,CA,92011,33.11983600,-117.32274400,N,Y,"Municipally-Owned Utility",15427.000000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"NRG California Peaker Operations LLC","4950 Avendia Encinas",Carlsbad,CA,92008,33.14155000,-117.33408600,N,Y,"Independent Power Producer",282660.000000,2018-06-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Strauss Wind LLC","5901 Priestly Drive",Carlsbad,CA,92008,33.13415100,-117.27619200,Y,N,"Independent Power Producer",212292.000000,2023-12-01,2024-10-01,1,2023-10-01,2024-10-01,128969,8325381.05,,,,,2024_q2,44827,1222596.52,,
"City of Carlyle - (IL)","850 Franklin Street",Carlyle,IL,62231,38.60992400,-89.36850400,Y,N,"Municipally-Owned Utility",257.889000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Indiana Municipal Power Agency","11610 N College Avenue",Carmel,IN,46032,39.95770200,-86.14648700,Y,Y,"Political Subdivision",364045.956000,2001-01-01,2023-12-01,48,2013-07-01,2024-10-01,4152187,1406705011.10,2013-07-01,2024-09-30,15542,1347130226.30,2024_q2,160006,31604018.80,25,26018478.29
"Hill Top Energy Center, LLC","278 Thomas Rd",Carmichaels,PA,15320,39.89375200,-79.93897500,N,Y,"Independent Power Producer",4712884.000000,2021-07-01,2024-10-01,1,2021-04-01,2024-10-01,313720,666763345.07,2021-06-01,2021-08-01,1464,1285274.88,2024_q2,26863,36408126.28,,
"GRP Franklin, LLC","3465 Highway 198",Carnesville,GA,30521,34.37521100,-83.33069900,N,N,,0.000000,,,0,2019-10-01,2024-09-30,61,156718330.69,,,,,2024_q2,3,8939420.00,,
"GRP Franklin Renewable Energy Facility, LLC","3465 Highway 198",Carnesville,GA,30521,34.37521100,-83.33069900,Y,N,"Independent Power Producer",419673.000000,2019-08-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"POET Biorefining Caro, LLC","1551 Empire Drive",Caro,MI,48723,43.47125500,-83.41215400,Y,N,Industrial,17224.044000,2019-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Haystack Wind Project, LLC","81613 569th Avenue",Carroll,NE,68723,42.28620771,-97.15434085,Y,Y,"Independent Power Producer",874355.000000,2022-03-01,2024-10-01,1,2021-10-04,2024-10-01,267183,28538001.69,,,,,2024_q2,19222,1474894.20,,
"ARCO Products Co-Watson","P O Box 620322850 South Wilmin",Carson,CA,90749,33.84420070,-118.26354620,Y,Y,"Independent Power Producer",2560523.009000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Carson Cogeneration Co","17171 Central Ave.",Carson,CA,90746,33.87599400,-118.24905200,Y,N,"Independent Power Producer",34839.000000,2001-01-01,2023-12-01,1,2013-10-31,2017-06-30,45,738177684.76,,,,,2024_q2,,,,
"Carson Hybrid Energy Center LLC","17171 S. Central Ave.",Carson,CA,90746,33.87599400,-118.24905200,N,N,,0.000000,,,0,2023-02-03,2024-08-29,24207,5921222.93,,,,,2024_q2,15,20289.52,,
"L&P Electric, Inc.","1 Leggett Rd.",Carthage,MO,64836,37.17540300,-94.38769300,N,N,,0.000000,,,0,2013-07-01,2024-10-01,496930,34755326.59,2013-07-01,2024-09-30,101099,47232597.35,2024_q2,19140,420598.18,168,456456.00
"Ampersand Long Falls Hydro, LLC","2 Lathrop Street",Carthage,NY,13619,43.97792800,-75.62057700,Y,N,"Independent Power Producer",881.000000,2012-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Carthage Energy LLC","701 West End Ave",Carthage,NY,13619,43.98606800,-75.62368500,Y,Y,"Independent Power Producer",179.000000,2001-01-01,2023-10-01,1,2013-07-01,2024-09-30,13950,24009113.55,,,,,2024_q2,351,810503.81,,
"SAS Institute Inc","300 SAS Campus Drive",Cary,NC,27513,35.82621900,-78.76151700,Y,N,"Independent Power Producer",1823.842000,2008-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Rivers Electric, LLC","18 S. Wilcox Street","Castle Rock",CO,80104,39.36891800,-104.85976500,Y,N,"Independent Power Producer",1025.000000,2022-01-01,2022-12-01,1,,,,,,,,,2024_q2,,,,
"Fortistar Castleton Power","1902 River Rd","Castleton on Hudson",NY,12033,42.53981400,-73.74526700,Y,N,"Independent Power Producer",119199.000000,2016-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Riverside Generating Co LLC","25038 Highway 23",Catlettsburg,KY,41129,38.27350800,-82.58246500,N,Y,"Independent Power Producer",636450.000000,2001-07-01,2024-10-01,1,2013-07-01,2024-09-30,380705,742125596.40,,,,,2024_q2,19872,8898258.77,,
"Empire Hydro Partners","P.O. Box 4477","Cave Creek",AZ,85327,33.82398800,-111.92279800,Y,N,"Independent Power Producer",5571.148000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Dominion Energy South Carolina, Inc","100 Scana Parkway",Cayce,SC,29033,33.93844000,-81.04590800,Y,N,"Investor-Owned Utility",23379671.946000,2001-01-01,2024-10-01,23,2019-04-01,2024-10-01,34444,276322216.75,2018-01-04,2024-10-01,17304,1144016887.29,2024_q2,3946,5659321.71,2540,48350561.27
"South Carolina Generating Company, Inc.","220 Operations Way Mail Code C211",Cayce,SC,29033,33.95669700,-81.04891400,N,N,,0.000000,,,0,2013-07-01,2024-10-01,132,2097968505.59,,,,,2024_q2,3,41751184.65,,
"South Carolina Genertg Co, Inc","220 Operation Way; MC A221",Cayce,SC,29033,33.95669700,-81.04891400,Y,N,"Investor-Owned Utility",1818572.009000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"TIG Sun Energy IV, LLC","241 Saxe Gotha Rd",Cayce,SC,29033,33.93251127,-81.05470581,Y,Y,"Independent Power Producer",2874.051000,2017-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Bastrop Energy Partners, LP","125 Old Bastrop Rd","Cedar Creek",TX,78612,30.14692200,-97.54989400,Y,Y,"Independent Power Producer",2946723.000000,2002-05-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Cedar Falls Utilities","P O Box 769","Cedar Falls",IA,50613,42.53351200,-92.44786300,Y,N,"Municipally-Owned Utility",8650.084000,2001-01-01,2023-12-01,2,,,,,,,,,2024_q2,,,,
"University of Northern Iowa","Utilities Division","Cedar Falls",IA,50614,42.51699400,-92.45909900,Y,N,Commercial,20333.000000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Central Iowa Power Cooperative","P O Box 25171400 Hwy 13 SE","Cedar Rapids",IA,52406,41.97738500,-91.65934500,Y,N,Cooperative,81337.798000,2001-01-01,2023-12-01,3,,,,,2013-07-01,2024-10-01,1205,418305542.00,2024_q2,,,22,13403725.95
"Interstate Power Co","200 First Street SE","Cedar Rapids",IA,52401,41.97700100,-91.66838500,Y,N,"|Investor-Owned Utility",15505013.281000,2001-01-01,2024-10-01,41,2013-07-01,2024-10-01,22728615,4743980250.88,2013-07-01,2024-10-01,4789,1516760991.38,2024_q2,819144,58734869.75,143,15825940.87
"Kirkwood Community College","6301 Kirkwood Blvd SW","Cedar Rapids",IA,52404,41.91870600,-91.65533200,Y,N,"Independent Power Producer",256.135000,2015-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Georgia-Pacific Cedar Springs LLC","GA Hwy 273 W","Cedar Springs",GA,39832,31.18401500,-85.03669000,Y,N,Industrial,595300.457000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Colorado Highlands Wind LLC","2001 E. Easter Ave.",Centennial,CO,80122,39.58924000,-104.96530200,Y,N,"Independent Power Producer",373590.542000,2012-12-01,2023-12-01,1,2013-07-01,2024-09-30,45,118734133.40,,,,,2024_q2,1,3359733.55,,
"Phoenix Solar South Farms LLC","9085 EAST MINERAL CIRCLE, SUIT",CENTENNIAL,CO,80112,39.57643000,-104.88521500,N,Y,"Independent Power Producer",6922.000000,2019-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"RC Energy AA LLC","9085 East Mineral Circle, Suit",Centennial,CO,80112,39.57643000,-104.88521500,Y,Y,"Independent Power Producer",2157.833000,2019-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Windy Flats Partners LLC","24 Stringstreet Rd",Centerville,WA,98613,45.73673500,-120.84916200,Y,N,"Independent Power Producer",609404.558000,2009-10-01,2023-12-01,1,2013-07-01,2024-06-30,42,218175777.25,,,,,2024_q2,1,11937055.43,,
"City of Centralia - (WA)","1100 North Tower Avenue",Centralia,WA,98531,46.72831500,-122.95152500,Y,Y,"Municipally-Owned Utility",26246.208000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Horizon Hill Wind, LLC","913 Big Hanaford Road",Centralia,WA,98531,46.75745600,-122.88291700,Y,Y,"Independent Power Producer",409982.000000,2024-02-01,2024-10-01,1,2023-12-01,2024-09-30,70837,3970763.35,,,,,2024_q2,28384,1743426.12,,
"TransAlta Centralia Gen LLC","913 Big Hanaford Road",Centralia,WA,98531,46.75745600,-122.88291700,Y,Y,"Independent Power Producer",4475147.600000,2001-01-01,2024-10-01,2,2013-07-01,2024-10-01,286692,4584714479.78,,,,,2024_q2,3632,50334662.89,,
"White Rock Wind East, LLC","913 Big Hanaford Road",Centralia,WA,98531,46.75745600,-122.88291700,Y,Y,"Independent Power Producer",346697.000000,2024-01-01,2024-10-01,1,2023-11-29,2024-09-30,75711,-1564410.34,,,,,2024_q2,25459,-1216581.22,,
"White Rock Wind West, LLC","913 Big Hanaford Road",Centralia,WA,98531,46.75745600,-122.88291700,Y,Y,"Independent Power Producer",317856.000000,2023-12-01,2024-10-01,1,2023-11-17,2024-09-30,90186,4748553.37,,,,,2024_q2,28315,1811342.27,,
"Helix Maine Wind Development, LLC","3647 The Arnold Trail","Chain of Ponds Twp.",ME,4936,45.31532200,-70.62029600,Y,Y,"Independent Power Producer",278145.000000,2017-01-01,2024-10-01,1,2017-04-01,2024-09-30,770315,112192058.38,,,,,2024_q2,26026,2139536.50,,
"Indiana Crossroads Wind Farms LLC","6072 South State Road 43",Chalmers,IN,47929,40.65873300,-86.87046800,Y,Y,"Independent Power Producer",961683.000000,2021-08-01,2024-10-01,1,2021-08-01,2024-09-30,4513,71087926.07,,,,,2024_q2,3,7522951.16,,
"Meadow Lake Wind Farm VI LLC","6072 S. State Road 43, PO Box",Chalmers,IN,47929,40.65873300,-86.87046800,Y,Y,"Independent Power Producer",705776.000000,2018-11-01,2024-10-01,1,2018-11-01,2024-10-01,654186,181285187.10,,,,,2024_q2,28291,8768725.14,,
"Rosewater Wind Farm LLC","6072 S. State Road 43, PO Box",Chalmers,IN,47929,40.65873300,-86.87046800,Y,Y,"Independent Power Producer",322556.000000,2020-12-01,2024-10-01,1,2020-10-01,2024-09-30,46,30657361.28,,,,,2024_q2,3,2212670.20,,
"Chalmette Refining LLC","500 West St. Bernard Highway",Chalmette,LA,70043,29.95124200,-89.99484400,Y,N,Commercial,8182.368000,2002-01-01,2022-12-01,1,,,,,,,,,2024_q2,,,,
"Borough of Chambersburg","PO Box 1009, 100 South Second",Chambersburg,PA,17201,39.93496900,-77.65948500,Y,N,"Municipally-Owned Utility",28440.000000,2001-01-01,2024-10-01,2,,,,,2013-07-01,2024-09-30,61394,156738755.83,2024_q2,,,982,3230847.16
"Chambersburg Energy, LLC","225 Allenman Road",Chambersburg,PA,17201,39.86379948,-77.68883054,Y,N,"Independent Power Producer",255938.180000,2017-01-01,2023-12-01,1,2017-12-01,2024-09-30,561823,109907214.35,,,,,2024_q2,25753,3343797.16,,
"University of Illinois","807 S. Wright St., Suite 340",Champaign,IL,61820,40.10848800,-88.22918200,Y,N,"State-Owned Utility",369440.696000,2001-01-01,2024-10-01,2,,,,,,,,,2024_q2,,,,
"POET Biorefining- Chancellor","27716 462nd Ave",Chancellor,SD,57015,43.37056200,-96.95975000,Y,Y,Industrial,26000.900000,2020-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Think Energy, LLC","2115 W SHAWNEE DR'",Chandler,AZ,85224,33.34367400,-111.87907000,N,N,,0.000000,,,0,2023-01-01,2024-10-01,2235284,21254618.31,2022-12-01,2024-09-30,181,40273277.30,2024_q2,293989,4548011.03,8,6993837.36
"Lake Region Community Hybrid, LLC","470 W 78th Street, Suite 250",Chanhassen,MN,55317,44.86231300,-93.53269200,Y,Y,"Independent Power Producer",8273.450000,2018-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Middleton Biogas Solar, LLC","470 W 78th Street, Suite 250",Chanhassen,MN,55317,44.86231300,-93.53269200,Y,Y,"Independent Power Producer",3357.715000,2022-05-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"REG Juhl Glenville Wind, LLC","470 W 78th Street, Suite 250",Chanhassen,MN,55317,44.86231300,-93.53269200,Y,Y,"Independent Power Producer",9452.988000,2020-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Rock County Wind Fuel, LLC","470 W 78th Street, Suite 250",Chanhassen,MN,55317,44.86231300,-93.53269200,Y,Y,"Independent Power Producer",20489.269000,2020-05-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"City of Chanute","P O Box 907",Chanute,KS,66720,37.68290100,-95.45153900,Y,N,"Municipally-Owned Utility",80971.936000,2001-01-01,2023-12-01,3,,,,,2013-07-01,2024-10-01,25541,81682185.75,2024_q2,,,2153,1272809.52
"Bird Dog Solar, LLC","1414 Raleigh Rd","Chapel Hill",NC,27517,35.90448200,-79.01648200,Y,N,"Independent Power Producer",85167.000000,2023-12-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Blackwater Solar, LLC","1414 Raleigh Rd","Chapel Hill",NC,27517,35.90448200,-79.01648200,Y,N,"Independent Power Producer",84507.000000,2024-04-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Carolina Solar Energy LLC","750 Weaver Dairy Road, Apt 213","Chapel Hill",NC,27514,35.96429700,-79.03751300,N,N,"Independent Power Producer",14146.932000,2013-01-01,2023-12-01,3,,,,,,,,,2024_q2,,,,
"Hobnail Solar, LLC","1414 Raleigh Rd","Chapel Hill",NC,27517,35.90448200,-79.01648200,Y,N,"Independent Power Producer",136478.000000,2023-12-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Leyline Renewable Energy, LLC","8591 Pickards Meadow Rd","Chapel Hill",NC,27516,35.94810400,-79.15806800,N,Y,"Independent Power Producer",5282.395000,2013-03-01,2023-12-01,3,,,,,,,,,2024_q2,,,,
"Lyons Solar, LLC","1414 Raleigh Road, Suite 210","Chapel Hill",NC,27517,35.90448200,-79.01648200,Y,N,"Independent Power Producer",622.000000,2023-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Rutherford Farm, LLC","50101 Governors Drive, Suite 2","Chapel Hill",NC,27517,35.85461400,-79.02510200,Y,N,"Independent Power Producer",0.000000,,,0,2016-12-01,2024-09-30,192,59910129.45,,,,,2024_q2,6,2341424.58,,
"University of North Carolina","Attn: Philip BarnerCB #1855  5","Chapel Hill",NC,27599,35.93115000,-79.06111500,Y,N,"State-Owned Utility",50032.000000,2001-01-01,2024-10-01,2,,,,,,,,,2024_q2,,,,
"Abbot Solar, LLC","1520 King Street",Charleston,SC,29405,32.81855795,-79.95167178,Y,N,Cooperative,4175.980000,2018-12-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"ACE Solar, LLC","1521 King Street",Charleston,SC,29405,32.81927300,-79.95298700,Y,N,Cooperative,2138.579000,2020-03-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Blacktip Solar, LLC","1523 King Street",Charleston,SC,29405,32.81927300,-79.95298700,Y,N,Cooperative,4225.751000,2018-12-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Bloom Solar, LLC","1524 King Street",Charleston,SC,29405,32.81880850,-79.95171937,Y,N,Cooperative,4218.796000,2019-02-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Bond Solar, LLC","1525 King Street",Charleston,SC,29405,32.81927300,-79.95298700,Y,N,Cooperative,3578.698000,2018-12-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Gary Solar, LLC","1526 King Street",Charleston,SC,29405,32.81893352,-79.95174345,Y,N,Cooperative,3902.681000,2018-12-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Goldenrod Solar, LLC","1527 King Street",Charleston,SC,29405,32.81927300,-79.95298700,Y,N,Cooperative,4146.290000,2019-03-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Jessamine Solar, LLC","1528 King Street",Charleston,SC,29405,32.81906074,-79.95176833,Y,N,Cooperative,3828.004000,2018-12-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Partin Solar, LLC","1519 King Street",Charleston,SC,29405,32.81927300,-79.95298700,Y,N,"Independent Power Producer",53154.000000,2023-10-01,2024-10-01,1,2023-10-01,2024-09-30,36,2200496.58,,,,,2024_q2,9,990941.69,,
"Pelzer Solar I, LLC","1529 King Street",Charleston,SC,29405,32.81927300,-79.95298700,Y,N,Cooperative,2149.667000,2019-01-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Redwing Solar, LLC","1530 King Street",Charleston,SC,29405,32.81918487,-79.95179829,Y,N,Cooperative,4177.434000,2020-01-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"River Solar, LLC","1531 King Street",Charleston,SC,29405,32.81927300,-79.95298700,Y,N,Cooperative,3843.528000,2018-12-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Sapphire Solar, LLC","1532 King Street",Charleston,SC,29405,32.81930900,-79.95182826,Y,N,Cooperative,3897.332000,2018-12-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"South Solar, LLC","1533 King Street",Charleston,SC,29405,32.81927300,-79.95298700,Y,N,Cooperative,4161.982000,2018-12-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Vincent Solar, LLC","1534 King Street",Charleston,SC,29405,32.81943312,-79.95185822,Y,N,Cooperative,4119.001000,2019-02-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Watauga Solar, LLC","1535 King Street",Charleston,SC,29405,32.81927300,-79.95298700,Y,N,Cooperative,3902.288000,2019-03-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Whitt Solar, LLC","1536 King Street",Charleston,SC,29405,32.81955836,-79.95189172,Y,N,Cooperative,4349.400000,2018-12-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"Willis Solar, LLC","1537 King Street",Charleston,SC,29405,32.81927300,-79.95298700,Y,N,Cooperative,4046.872000,2018-12-01,2022-12-01,0,,,,,,,,,2024_q2,,,,
"ID Solar 1, LLC","14120 Ballantyne Corporate Pl,","Charlotte,",NC,28277,35.05916100,-80.85793500,Y,N,"Independent Power Producer",0.000000,,,0,2016-08-15,2024-09-30,16376,30722437.21,,,,,2024_q2,9,2163731.41,,
"Aviator Wind, LLC","300 4th Street NE Suite 300",Charlottesville,VA,22902,38.03207900,-78.47825500,Y,Y,"Independent Power Producer",1912440.000000,2021-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Cameron Wind 1 LLC","310 4th St NE",Charlottesville,VA,22902,38.03217300,-78.47863000,Y,Y,"Independent Power Producer",375530.320000,2015-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
